EmployeeID,Name,DeptID,HireDate,Status,Salary,PerformanceScore,JobSatisfaction,TerminationDate
1102,Employee_101,5,2022-04-29,Active,140737,5,3,
1103,Employee_102,2,2018-06-11,Terminated,94615,1,3,2018-11-05
1104,Employee_103,2,2018-07-21,Active,122503,1,3,
1105,Employee_104,1,2023-06-05,Active,69759,2,1,
1106,Employee_105,5,2020-09-22,Active,125708,3,4,
1107,Employee_106,3,2018-09-27,Terminated,100112,5,2,2021-01-09
1108,Employee_107,5,2023-03-02,Terminated,142471,2,1,2025-09-25
1109,Employee_108,3,2020-03-26,Active,66589,3,1,
1110,Employee_109,4,2021-07-18,Terminated,70015,2,1,2022-01-22
1111,Employee_110,5,2019-04-01,Active,69009,5,2,
1112,Employee_111,4,2022-01-25,Active,123309,1,4,
1113,Employee_112,2,2022-10-17,Active,102046,1,4,
1114,Employee_113,2,2021-06-29,Active,146661,3,4,
1115,Employee_114,1,2020-10-13,Active,66143,4,3,
1116,Employee_115,5,2022-09-22,Active,46154,3,3,
1117,Employee_116,4,2018-10-23,Active,61804,4,3,
1118,Employee_117,3,2022-10-15,Active,81688,2,2,
1119,Employee_118,2,2019-12-21,Active,104288,2,3,
1120,Employee_119,2,2022-11-08,Active,91195,5,2,
1121,Employee_120,3,2018-12-04,Active,60581,4,4,
1122,Employee_121,4,2020-05-28,Active,92648,5,3,
1123,Employee_122,4,2020-12-12,Active,70087,1,3,
1124,Employee_123,5,2020-03-02,Active,89930,4,1,
1125,Employee_124,5,2023-04-30,Active,72981,3,2,
1126,Employee_125,1,2018-08-05,Active,109298,1,4,
1127,Employee_126,2,2020-02-03,Terminated,86167,1,1,2022-05-27
1128,Employee_127,5,2018-07-07,Active,115304,3,1,
1129,Employee_128,4,2019-01-15,Active,83408,1,4,
1130,Employee_129,3,2019-05-08,Terminated,79499,4,1,2020-01-20
1131,Employee_130,4,2020-11-30,Active,92269,5,2,
1132,Employee_131,2,2021-03-26,Active,78559,1,2,
1133,Employee_132,4,2018-01-15,Active,114319,4,3,
1134,Employee_133,1,2023-01-11,Active,135317,2,1,
1135,Employee_134,2,2018-03-06,Active,136347,4,3,
1136,Employee_135,3,2023-02-24,Active,88787,5,1,
1137,Employee_136,1,2023-02-06,Active,75488,4,2,
1138,Employee_137,2,2019-06-05,Active,114441,3,2,
1139,Employee_138,3,2021-09-29,Terminated,114663,5,2,2024-03-23
1140,Employee_139,1,2021-02-26,Active,62431,2,1,
1141,Employee_140,1,2019-10-10,Active,101681,3,2,
1142,Employee_141,2,2022-02-04,Active,103483,4,1,
1143,Employee_142,5,2020-12-22,Active,89153,5,3,
1144,Employee_143,1,2021-03-08,Active,46368,2,1,
1145,Employee_144,1,2022-03-03,Active,67424,3,3,
1146,Employee_145,3,2019-08-16,Active,85004,2,1,
1147,Employee_146,4,2019-01-27,Active,123869,4,3,
1148,Employee_147,2,2022-08-26,Active,128652,2,2,
1149,Employee_148,2,2019-02-23,Active,96985,1,3,
1150,Employee_149,5,2018-10-16,Active,90069,3,2,
1151,Employee_150,5,2019-01-14,Active,92326,2,2,
1152,Employee_151,2,2022-12-02,Terminated,148737,4,3,2023-08-04
1153,Employee_152,5,2022-02-22,Terminated,121061,4,1,2024-10-26
1154,Employee_153,3,2018-08-19,Active,63398,2,1,
1155,Employee_154,2,2020-10-14,Terminated,138393,4,4,2022-10-09
1156,Employee_155,5,2018-02-10,Active,90861,5,1,
1157,Employee_156,2,2020-11-17,Active,115897,5,4,
1158,Employee_157,4,2018-05-15,Active,121905,5,1,
1159,Employee_158,1,2018-07-20,Active,108577,1,1,
1160,Employee_159,2,2023-02-07,Active,105641,2,2,
1161,Employee_160,1,2020-02-19,Active,49078,1,4,
1162,Employee_161,5,2020-07-18,Active,65003,4,1,
1163,Employee_162,1,2020-11-22,Active,102768,1,4,
1164,Employee_163,2,2020-12-07,Terminated,91047,4,2,2021-01-20
1165,Employee_164,4,2019-05-18,Active,111626,4,2,
1166,Employee_165,5,2019-02-11,Active,97660,3,4,
1167,Employee_166,2,2022-05-17,Terminated,144386,5,2,2022-11-19
1168,Employee_167,5,2022-10-18,Terminated,89786,4,3,2024-08-25
1169,Employee_168,3,2020-03-15,Terminated,41925,3,3,2020-12-30
1170,Employee_169,1,2018-04-09,Active,123976,5,2,
1171,Employee_170,3,2019-11-15,Active,145221,4,3,
1172,Employee_171,2,2023-03-11,Active,66015,4,1,
1173,Employee_172,4,2019-12-27,Active,73320,1,4,
1174,Employee_173,5,2022-04-20,Terminated,104881,1,1,2022-10-23
1175,Employee_174,1,2020-08-18,Active,130827,5,4,
1176,Employee_175,5,2022-10-29,Terminated,142215,4,2,2023-01-13
1177,Employee_176,2,2019-09-05,Terminated,66289,2,1,2020-08-23
1178,Employee_177,5,2023-05-21,Terminated,43389,1,2,2025-10-10
1179,Employee_178,1,2022-01-25,Active,65683,5,2,
1180,Employee_179,2,2019-10-05,Active,53629,4,4,
1181,Employee_180,5,2022-11-28,Active,101550,4,4,
1182,Employee_181,4,2020-10-25,Terminated,64826,2,4,2022-10-09
1183,Employee_182,2,2021-05-26,Active,140734,5,1,
1184,Employee_183,2,2019-05-18,Active,66630,4,3,
1185,Employee_184,4,2020-02-06,Active,138762,1,4,
1186,Employee_185,3,2019-02-02,Active,86163,2,4,
1187,Employee_186,1,2020-05-20,Terminated,138511,5,1,2020-10-26
1188,Employee_187,3,2020-03-05,Terminated,106435,2,4,2021-05-19
1189,Employee_188,5,2019-01-28,Active,51653,1,1,
1190,Employee_189,4,2018-07-26,Terminated,67961,5,2,2018-11-27
1191,Employee_190,3,2020-11-04,Active,121941,2,4,
1192,Employee_191,2,2023-02-25,Active,114137,3,4,
1193,Employee_192,5,2022-04-27,Active,73662,1,2,
1194,Employee_193,5,2020-06-10,Active,138818,1,2,
1195,Employee_194,3,2022-01-24,Active,96446,1,2,
1196,Employee_195,3,2022-09-11,Active,61288,3,4,
1197,Employee_196,4,2022-05-18,Active,135081,3,3,
1198,Employee_197,1,2020-05-13,Active,76877,4,3,
1199,Employee_198,3,2020-01-13,Active,55313,2,3,
1200,Employee_199,3,2021-06-18,Active,120885,4,4,
1201,Employee_200,2,2019-07-18,Active,112715,2,2,
1202,Employee_201,5,2020-10-17,Active,50326,3,4,
1203,Employee_202,1,2018-04-06,Active,41560,3,2,
1204,Employee_203,2,2023-04-08,Active,119148,4,4,
1205,Employee_204,4,2022-10-24,Terminated,123186,5,4,2024-08-10
1206,Employee_205,4,2019-04-30,Active,66745,4,2,
1207,Employee_206,3,2021-12-01,Active,71890,2,3,
1208,Employee_207,3,2018-08-19,Active,60022,4,2,
1209,Employee_208,4,2020-01-19,Active,92579,1,1,
1210,Employee_209,3,2022-08-06,Active,110316,2,1,
1211,Employee_210,1,2021-04-09,Active,123847,2,2,
1212,Employee_211,3,2019-06-25,Active,68380,5,4,
1213,Employee_212,5,2020-11-25,Active,42356,3,1,
1214,Employee_213,3,2019-06-09,Terminated,110326,2,1,2021-08-01
1215,Employee_214,2,2021-03-29,Terminated,132447,3,4,2023-11-15
1216,Employee_215,1,2023-02-06,Active,129899,4,4,
1217,Employee_216,2,2022-09-19,Active,60049,1,3,
1218,Employee_217,2,2021-06-20,Active,115717,5,4,
1219,Employee_218,5,2021-01-14,Terminated,145361,3,2,2021-12-01
1220,Employee_219,1,2022-12-25,Terminated,56082,2,2,2025-03-27
1221,Employee_220,1,2019-08-01,Active,40661,3,3,
1222,Employee_221,1,2019-11-13,Active,77412,2,1,
1223,Employee_222,1,2019-07-11,Active,42920,3,1,
1224,Employee_223,1,2022-05-17,Active,131194,2,4,
1225,Employee_224,5,2023-05-31,Active,100315,4,2,
1226,Employee_225,3,2020-10-09,Active,119561,2,1,
1227,Employee_226,2,2019-10-08,Terminated,48946,2,3,2022-01-25
1228,Employee_227,1,2020-03-06,Active,134242,1,3,
1229,Employee_228,3,2020-11-17,Active,85500,2,2,
1230,Employee_229,3,2022-07-02,Active,144540,1,3,
1231,Employee_230,2,2022-04-29,Terminated,56309,5,3,2023-03-07
1232,Employee_231,5,2021-09-25,Terminated,95230,1,2,2022-01-01
1233,Employee_232,4,2022-12-27,Active,138656,4,4,
1234,Employee_233,4,2023-06-05,Active,70027,1,4,
1235,Employee_234,3,2021-09-16,Active,112541,5,3,
1236,Employee_235,2,2022-07-22,Active,99321,4,4,
1237,Employee_236,4,2022-03-10,Active,40956,3,4,
1238,Employee_237,3,2021-10-03,Active,140375,3,3,
1239,Employee_238,5,2022-02-05,Active,114131,1,4,
1240,Employee_239,4,2021-06-08,Active,87908,1,3,
1241,Employee_240,3,2018-07-09,Active,118339,5,1,
1242,Employee_241,3,2021-06-02,Active,65963,5,2,
1243,Employee_242,1,2021-11-09,Active,141757,2,2,
1244,Employee_243,5,2021-11-01,Active,79443,5,4,
1245,Employee_244,1,2021-07-30,Active,139259,2,4,
1246,Employee_245,2,2023-06-05,Active,79063,4,4,
1247,Employee_246,1,2019-09-25,Active,120818,1,2,
1248,Employee_247,1,2019-09-20,Active,44703,4,1,
1249,Employee_248,4,2020-08-30,Active,105128,5,1,
1250,Employee_249,3,2022-11-04,Active,112099,4,2,
1251,Employee_250,5,2021-07-06,Active,65849,4,1,
1252,Employee_251,1,2021-10-14,Terminated,71860,4,2,2023-09-03
1253,Employee_252,5,2019-12-11,Active,71585,5,1,
1254,Employee_253,1,2022-01-19,Active,62015,4,3,
1255,Employee_254,2,2021-12-05,Terminated,117539,2,3,2022-01-14
1256,Employee_255,1,2019-10-11,Active,83585,5,2,
1257,Employee_256,4,2018-11-14,Terminated,66958,4,1,2019-08-24
1258,Employee_257,3,2022-08-28,Active,66017,5,4,
1259,Employee_258,2,2021-06-02,Active,116707,3,1,
1260,Employee_259,1,2023-01-17,Active,85350,2,3,
1261,Employee_260,5,2021-06-11,Active,52201,4,3,
1262,Employee_261,2,2019-11-15,Active,69426,3,1,
1263,Employee_262,2,2019-10-26,Terminated,57778,3,1,2022-03-15
1264,Employee_263,1,2023-06-22,Active,85241,5,4,
1265,Employee_264,2,2023-01-25,Active,82229,3,4,
1266,Employee_265,5,2021-10-29,Active,126652,2,1,
1267,Employee_266,2,2022-08-23,Terminated,88364,2,1,2025-02-09
1268,Employee_267,5,2022-06-20,Active,138833,1,1,
1269,Employee_268,1,2022-02-04,Active,124878,2,1,
1270,Employee_269,3,2021-06-10,Active,97056,3,2,
1271,Employee_270,2,2022-09-12,Active,67490,2,1,
1272,Employee_271,3,2021-02-10,Active,59975,5,4,
1273,Employee_272,5,2023-01-28,Active,66723,1,3,
1274,Employee_273,2,2022-03-01,Active,63279,3,2,
1275,Employee_274,4,2019-03-18,Active,118301,1,1,
1276,Employee_275,3,2019-07-18,Active,51561,3,3,
1277,Employee_276,2,2021-07-15,Terminated,147435,5,2,2023-02-14
1278,Employee_277,3,2022-03-14,Active,106061,1,3,
1279,Employee_278,2,2023-01-05,Active,128397,4,1,
1280,Employee_279,1,2021-11-10,Active,89153,3,1,
1281,Employee_280,3,2021-11-11,Active,73142,4,4,
1282,Employee_281,4,2021-02-10,Active,66916,1,1,
1283,Employee_282,4,2022-06-25,Active,104324,4,1,
1284,Employee_283,5,2022-07-07,Active,84965,4,2,
1285,Employee_284,2,2020-08-09,Active,44648,1,4,
1286,Employee_285,3,2021-01-09,Active,75133,5,2,
1287,Employee_286,5,2019-11-30,Terminated,90677,4,3,2020-05-11
1288,Employee_287,3,2018-04-23,Active,136059,4,1,
1289,Employee_288,2,2018-01-02,Active,134588,5,3,
1290,Employee_289,4,2019-10-04,Active,139950,4,2,
1291,Employee_290,1,2018-08-08,Active,138317,4,1,
1292,Employee_291,4,2022-05-09,Active,110135,4,1,
1293,Employee_292,5,2020-05-04,Active,75046,2,2,
1294,Employee_293,1,2022-10-26,Terminated,87064,5,2,2024-11-05
1295,Employee_294,5,2021-06-02,Active,141459,4,2,
1296,Employee_295,2,2019-01-20,Terminated,146625,5,2,2019-03-13
1297,Employee_296,1,2021-11-27,Terminated,109350,3,2,2024-03-20
1298,Employee_297,5,2022-07-20,Active,85893,3,1,
1299,Employee_298,2,2021-02-27,Active,141520,4,2,
1300,Employee_299,4,2020-12-12,Active,101272,5,1,
1301,Employee_300,2,2022-09-04,Active,132152,5,1,
1302,Employee_301,3,2019-12-31,Active,107649,5,2,
1303,Employee_302,2,2022-08-23,Active,104674,2,2,
1304,Employee_303,2,2022-09-30,Active,148542,3,4,
1305,Employee_304,3,2021-12-10,Terminated,53760,5,1,2022-12-20
1306,Employee_305,5,2018-09-04,Terminated,61927,5,2,2019-08-01
1307,Employee_306,5,2020-04-15,Active,126475,2,2,
1308,Employee_307,2,2022-01-02,Terminated,101367,2,2,2023-01-29
1309,Employee_308,3,2018-07-22,Active,137955,5,4,
1310,Employee_309,3,2021-04-22,Active,52588,1,4,
1311,Employee_310,4,2018-05-03,Active,141678,5,3,
1312,Employee_311,5,2019-02-05,Active,144734,5,1,
1313,Employee_312,1,2020-02-06,Active,92233,2,3,
1314,Employee_313,5,2018-10-21,Active,84738,2,2,
1315,Employee_314,5,2018-10-07,Active,73397,5,4,
1316,Employee_315,4,2023-02-04,Terminated,122189,5,4,2024-04-04
1317,Employee_316,1,2020-06-02,Active,116367,5,3,
1318,Employee_317,4,2022-06-22,Active,111260,2,4,
1319,Employee_318,1,2018-07-17,Active,116619,5,2,
1320,Employee_319,2,2020-09-08,Active,59816,5,4,
1321,Employee_320,1,2023-04-15,Active,82240,4,3,
1322,Employee_321,4,2022-03-15,Terminated,46276,1,2,2022-11-17
1323,Employee_322,5,2020-01-22,Active,144199,3,3,
1324,Employee_323,1,2018-05-24,Active,119530,1,4,
1325,Employee_324,1,2019-09-01,Active,63499,4,3,
1326,Employee_325,3,2021-05-09,Active,128576,3,3,
1327,Employee_326,5,2021-02-21,Active,148856,5,1,
1328,Employee_327,2,2018-07-06,Active,122495,4,4,
1329,Employee_328,4,2021-09-11,Active,111635,5,4,
1330,Employee_329,2,2019-04-09,Active,147803,2,3,
1331,Employee_330,5,2021-10-04,Active,125112,4,1,
1332,Employee_331,1,2022-11-30,Active,75946,2,4,
1333,Employee_332,1,2019-10-22,Active,95204,4,2,
1334,Employee_333,5,2020-02-03,Active,91886,4,3,
1335,Employee_334,1,2020-08-12,Active,111652,2,4,
1336,Employee_335,1,2023-05-10,Active,55563,3,2,
1337,Employee_336,1,2019-02-07,Active,132324,1,4,
1338,Employee_337,4,2021-10-01,Active,132464,5,2,
1339,Employee_338,4,2023-06-10,Terminated,141872,4,3,2023-11-27
1340,Employee_339,3,2022-03-15,Active,49847,5,4,
1341,Employee_340,2,2018-05-27,Terminated,66155,2,4,2020-03-02
1342,Employee_341,5,2021-03-17,Active,119671,5,1,
1343,Employee_342,5,2020-05-13,Active,123310,2,3,
1344,Employee_343,5,2022-10-01,Terminated,107278,5,2,2025-06-14
1345,Employee_344,3,2023-01-18,Active,58309,1,4,
1346,Employee_345,4,2019-05-04,Active,40619,1,4,
1347,Employee_346,3,2020-07-17,Active,123194,1,2,
1348,Employee_347,5,2023-05-14,Active,90108,1,3,
1349,Employee_348,2,2022-07-22,Active,74707,1,1,
1350,Employee_349,1,2019-07-05,Active,60337,1,1,
1351,Employee_350,4,2018-12-04,Terminated,121537,2,4,2019-07-31
1352,Employee_351,4,2020-05-21,Active,106504,4,2,
1353,Employee_352,3,2019-10-03,Active,87614,5,4,
1354,Employee_353,4,2022-12-08,Active,131428,1,2,
1355,Employee_354,5,2023-05-31,Active,131155,2,1,
1356,Employee_355,5,2019-04-18,Active,40281,2,3,
1357,Employee_356,3,2023-05-24,Active,67420,2,2,
1358,Employee_357,5,2018-05-31,Active,120896,4,1,
1359,Employee_358,2,2021-12-09,Active,79030,5,4,
1360,Employee_359,3,2021-08-14,Active,41058,4,2,
1361,Employee_360,2,2022-06-23,Active,126213,3,3,
1362,Employee_361,1,2018-09-20,Terminated,116260,2,4,2020-07-03
1363,Employee_362,2,2022-11-23,Active,68404,3,4,
1364,Employee_363,1,2018-05-24,Active,143482,1,1,
1365,Employee_364,1,2018-12-12,Terminated,145284,1,2,2020-09-17
1366,Employee_365,2,2019-09-16,Active,69856,4,4,
1367,Employee_366,3,2020-10-13,Terminated,49200,5,3,2023-02-17
1368,Employee_367,5,2022-05-15,Active,104178,3,2,
1369,Employee_368,5,2020-05-30,Active,73997,5,3,
1370,Employee_369,1,2018-01-02,Active,65611,4,4,
1371,Employee_370,1,2020-06-15,Active,81235,1,3,
1372,Employee_371,3,2021-08-20,Active,75057,5,1,
1373,Employee_372,4,2018-09-11,Active,41239,5,3,
1374,Employee_373,2,2022-08-03,Active,143674,1,2,
1375,Employee_374,1,2019-03-29,Active,105661,3,3,
1376,Employee_375,5,2020-11-26,Terminated,85272,1,3,2022-11-08
1377,Employee_376,3,2021-03-29,Active,129393,5,1,
1378,Employee_377,2,2020-10-11,Active,101212,3,3,
1379,Employee_378,3,2018-01-09,Terminated,55398,3,3,2019-05-13
1380,Employee_379,2,2021-06-10,Active,96503,1,4,
1381,Employee_380,2,2021-01-27,Active,46638,5,4,
1382,Employee_381,1,2022-08-10,Active,46570,4,2,
1383,Employee_382,3,2020-03-26,Active,108785,5,4,
1384,Employee_383,3,2018-07-27,Active,49110,2,4,
1385,Employee_384,5,2021-02-28,Active,145899,4,4,
1386,Employee_385,5,2019-02-08,Terminated,119141,3,4,2020-02-28
1387,Employee_386,1,2018-06-01,Active,52115,4,1,
1388,Employee_387,1,2018-02-23,Active,79062,3,4,
1389,Employee_388,4,2021-02-17,Active,62911,3,1,
1390,Employee_389,5,2022-08-24,Active,144061,4,1,
1391,Employee_390,2,2023-04-28,Active,72556,3,4,
1392,Employee_391,3,2019-09-20,Active,118131,3,3,
1393,Employee_392,1,2019-08-10,Active,41969,2,1,
1394,Employee_393,3,2022-07-07,Active,83753,5,3,
1395,Employee_394,3,2023-06-15,Active,122811,5,3,
1396,Employee_395,4,2021-12-14,Active,44470,2,4,
1397,Employee_396,5,2021-12-16,Active,50225,4,2,
1398,Employee_397,1,2018-04-14,Active,147860,1,4,
1399,Employee_398,3,2023-02-19,Active,147510,1,2,
1400,Employee_399,1,2018-09-11,Active,148295,1,2,
1401,Employee_400,2,2021-06-04,Active,63196,2,4,
1402,Employee_401,4,2021-02-09,Terminated,145823,2,4,2022-01-28
1403,Employee_402,2,2019-05-25,Active,53669,3,2,
1404,Employee_403,1,2022-02-05,Active,77380,1,4,
1405,Employee_404,1,2018-04-09,Active,88320,4,2,
1406,Employee_405,5,2018-06-02,Active,87414,4,3,
1407,Employee_406,3,2023-02-28,Terminated,143542,1,4,2023-08-09
1408,Employee_407,3,2020-07-02,Active,55577,1,3,
1409,Employee_408,2,2023-04-04,Active,128009,1,1,
1410,Employee_409,4,2020-05-27,Active,95409,2,3,
1411,Employee_410,3,2018-12-04,Active,68625,2,3,
1412,Employee_411,5,2022-09-26,Terminated,121040,2,2,2025-03-31
1413,Employee_412,2,2020-04-01,Active,64089,5,3,
1414,Employee_413,2,2021-04-01,Terminated,76487,4,4,2023-07-14
1415,Employee_414,5,2022-10-10,Active,105838,4,2,
1416,Employee_415,4,2020-08-14,Terminated,136999,3,1,2022-12-31
1417,Employee_416,5,2022-09-01,Active,134795,2,4,
1418,Employee_417,4,2018-06-10,Active,90138,5,1,
1419,Employee_418,5,2022-05-23,Active,82823,5,3,
1420,Employee_419,5,2020-03-11,Terminated,77208,4,4,2020-08-14
1421,Employee_420,1,2019-02-02,Terminated,94061,2,4,2019-06-17
1422,Employee_421,2,2021-07-24,Active,70659,3,1,
1423,Employee_422,5,2020-03-26,Terminated,141376,2,4,2021-12-19
1424,Employee_423,5,2023-04-24,Active,71890,1,4,
1425,Employee_424,3,2022-03-08,Terminated,119134,2,4,2024-06-13
1426,Employee_425,2,2023-04-04,Active,87055,1,3,
1427,Employee_426,3,2021-11-16,Active,59508,1,1,
1428,Employee_427,2,2021-03-04,Terminated,82287,3,4,2022-04-15
1429,Employee_428,3,2021-05-03,Active,118916,4,2,
1430,Employee_429,5,2019-02-05,Active,66984,2,2,
1431,Employee_430,5,2019-10-02,Active,48125,1,2,
1432,Employee_431,1,2020-11-22,Terminated,76059,2,2,2023-06-14
1433,Employee_432,3,2019-11-19,Active,109569,4,3,
1434,Employee_433,4,2019-04-05,Terminated,143409,4,4,2019-06-24
1435,Employee_434,1,2020-08-12,Active,57087,5,1,
1436,Employee_435,3,2023-03-22,Active,146437,4,4,
1437,Employee_436,3,2019-04-15,Active,45704,3,3,
1438,Employee_437,1,2021-10-30,Active,100576,1,2,
1439,Employee_438,5,2020-11-11,Active,113384,5,3,
1440,Employee_439,3,2020-01-20,Active,127128,3,4,
1441,Employee_440,5,2022-08-21,Active,112460,2,1,
1442,Employee_441,1,2018-02-07,Active,67208,1,3,
1443,Employee_442,5,2018-08-18,Terminated,125150,4,1,2018-10-15
1444,Employee_443,2,2021-10-20,Active,106024,1,3,
1445,Employee_444,4,2019-07-17,Active,79882,2,1,
1446,Employee_445,3,2019-03-14,Active,65923,5,1,
1447,Employee_446,4,2022-12-05,Active,141477,5,2,
1448,Employee_447,5,2021-07-30,Active,69165,5,1,
1449,Employee_448,3,2018-01-27,Active,107203,4,2,
1450,Employee_449,5,2018-08-14,Active,131749,3,4,
1451,Employee_450,2,2021-07-24,Active,44114,3,4,
1452,Employee_451,1,2020-03-08,Active,104965,1,2,
1453,Employee_452,3,2022-06-21,Active,76321,4,2,
1454,Employee_453,2,2018-10-11,Active,113297,5,3,
